description,class,grouped_class
يتضمن المصادقة على الإتفاقية الدولية لقمع جريمة الفصل العنصري ومعاقبة مرتكبيها، التي وافقت عليها الجمعية العامة للأمم المتحدة في 30 نوفمبر سنة 1973.,الشؤون الخارجية,Other
يتضمن تفويض الإمضاء إلى مدير آسيا وأمريكا اللاتينية.,الشؤون الخارجية,Other
تتضمن تفويض الإمضاء إلى نواب مديرين.,الشؤون الخارجية,Other
يتضمن تحديد تاريخ وتنظيم انتخابات ممثلي الموظفين في اللجنة المتساوية الأعضاء الخاصة بأسلاك وزارة الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بكتاب الشؤون الخارجية المتمرنين بعنوان سنة 1978.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بملحقي الشؤون الخارجية المتمرنين بعنوان سنة 1978.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بالكتاب القنصليين للشؤون الخارجية المتمرنين بعنوان سنة 1978.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون الثقافي المبرم بين الجمهورية الجزائرية الديمقراطية الشعبية وجمهورية البيرو، الموقع عليه بمدينة الجزائر في أول يونيو سنة 1976.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاقات المبرمة مع المجموعة الاقتصادية الأوروبية.,الشؤون الخارجية,Other
يتعلق بالمصادقة على البروتوكول المؤرخ في 23 مارس سنة 1973 المتضمن إعادة تمديد الاتفاق الدولي الخاص بزيت الزيتون لسنة 1963 مع تعديلات الاتفاق المذكور الموقع عليه بجنيف بتاريخ 2 مارس سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق العام للتعاون بين الجمهورية الجزائرية الديمقراطية الشعبية والجمهورية الشعبية الموزمبيقية، الموقّع في 11 ديسمبر سنة 1980 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاقية بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الفرنسية حول التعاون في مجال تعليم التلاميذ الجزائريين بفرنسا، الموقعة في أول ديسمبر سنة 1981 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق المبرم بين الجمهورية الجزائرية الديمقراطية الشعبية والجمهورية الفيديرالية الألمانية والمتعلق بالنقل الجوي الموقّع عليه في 6 مايو سنة 1976 بمدينة بون.,الشؤون الخارجية,Other
يتضمن تحديد كيفيات تسديد المصاريف المدرسية عن أولاد الموظفين الدبلوماسيين والقنصليين في الخارج.,الشؤون الخارجية,Other
يتضمن تعديل المادة 17 من المرسوم رقم 77-56 المؤرخ في 11 ربيع الأول عام 1397 الموافق أول مارس سنة 1977 والمتضمن تحديد أحكام القوانين الأساسية المطبقة على الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتعلق بمصاريف سكن الموظفين الدبلوماسيين والقنصليين.,الشؤون الخارجية,Other
يتضمن تتميم المرسوم رقم 77-104 المؤرخ في 11 رجب عام 1397 الموافق 28 يونيو سنة 1977 والمتعلق بكيفيات تعويض أو تحمل النفقات التي يصرفها الموظفون الدبلوماسيون والقنصليون بمناسبة تنقلهم.,الشؤون الخارجية,Other
يتضمن التكفل بمصاريف العلاج للأعوان الدبلوماسيين والقنصليين وأفراد عائلاتهم الموجودين في الخارج.,الشؤون الخارجية,Other
يتضمن إنضمام الجزائر إلى إتفاقية حماية البحر الأبيض المتوسط من التلوث المبرمة ببرشلونة في 16 فبراير سنة 1976.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاقية بطاقة التأمين الموحدة عن سير السيارات عبر البلاد العربية الموقعة بتونس في 26 أبريل سنة 1975.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق التجاري المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية غينيا بيساو والموقع عليه بالجزائر العاصمة في 3 سبتمبر سنة 1975.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق الدفع المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية غينيا بيساو، الموقع بالجزائر العاصمة في 13 اكتوبر سنة 1975.,الشؤون الخارجية,Other
يتضمن تعديل تأليف لجنة الإمتحان المهني ومسابقة التوظيف للتعيين في سلك الملحقين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تعديل تأليف لجنة الإمتحان المهني ومسابقة التوظيف للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المتعلقة بإلغاء التأشيرة بين الجمهورية الجزائرية الديمقراطية الشعبية وجمهورية بنين الشعبية الموقعة بمدينة الجزائر في 28 مايو سنة 1980.,الشؤون الخارجية,Other
يتضمن فتح إمتحان مهني وتنظيمه للتعيين في سلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح مسابقة على أساس الإختبارات وتنظيمها للتعيين في سلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح إمتحان مهني وتنظيمه للتعيين في سلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح مسابقة على أساس الشهادات وتنظيمها للتعيين في سلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح مسابقة على أساس الإختبارات وتنظيمها للتعيين في سلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح إمتحان مهني وتنظيمه للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح مسابقة على أساس الشهادات وتنظيمها للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح مسابقة على أساس الإختبارات وتنظيمها للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتعلق بالمصادقة على الاتفاقية المتضمنة إنشاء الشركة الجزائرية الليبية للنقل البحري بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية العربية الليبية الموقعة بمدينة الجزائر في 10 أكتوبر سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على البروتوكول الخاص بحماية البحر الأبيض المتوسط من التلوث الناشىء عن رمي النفايات من السفن والطائرات، والموقع في برشلونة يوم 16 فبراير سنة 1979.,الشؤون الخارجية,Other
يتضمن المصادقة على البروتوكول الخاص بالتعاون على مكافحة تلوث البحر الأبيض المتوسط بالنفط والمواد الضارة الأخرى في الحالات الطارئة، والموقع في برشلونة يوم 16 فبراير سنة 1976.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المتعلقة بتبادل المساعدة الإدارية قصد استدراك المخالفات الجمركية والبحث عنها وزجرها بين الجمهورية الجزائرية الديمقراطية الشعبية والجمهورية التونسية، المبرمة بتونس في 9 يناير سنة 1981.,الشؤون الخارجية,Other
يتضمن تفويض الإمضاء إلى المدير العام للعلاقات الاقتصادية الدولية.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية العامة المتعلقة بالضمان الإجتماعي المبرمة بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التونسية الموقع عليها بمدينة الجزائر في 30 ديسمبر سنة 1973.,الشؤون الخارجية,Other
يتضمن التصديق على إتفاق التعاون الإقتصادي والتقني بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية السينغال الموقع بالجزائر في 9 سبتمبر سنة 1972.,الشؤون الخارجية,Other
يتضمن المصادقة على اتفاق التعاون الإقتصادي والعلمي والتقني المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية فيتنام الديمقراطية الموقع عليه بمدينة الجزائر في 5 أبريل سنة 1974.,الشؤون الخارجية,Other
يتضمن إنضمام الجمهورية الجزائرية الديمقراطية الشعبية إلى الاتفاقية الجمركية المتعلقة بصناديق البضائع والمبرمة بمدينة جنيف في 2 ديسمبر سنة 1972.,الشؤون الخارجية,Other
يتضمن تحديد قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الملحقين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الملحقين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق التجاري المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية والحكومة الفيدرالية للنمسا الموقع عليه بمدينة الجزائر في 2 يوليو سنة 1974.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في مسابقة التوظيف للتعيين في سلك الملحقين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في مسابقة التوظيف للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على اتفاقية باريس لحماية الملكية الصناعية المبرمة في 20 مارس سنة 1883 والمعدلة ببروكسل في 14 ديسمبر سنة 1900 وواشنطن في 2 يونيو سنة 1911 ولاهاي في 6 نوفمبر سنة 1925 ولندن في 2 يونيو سنة 1934 ولشبونة في 31 أكتوبر سنة 1958 واستكهولم في 14 يوليو سنة 1967.,الشؤون الخارجية,Other
يتعلق بالمصادقة على الإتفاق المتضمن إنشاء المصرف العربي للتنمية الاقتصادية في إفريقيا، المبرم بالقاهرة في 26 محرم عام 1394 الموافق 18 فبراير سنة 1974.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في مسابقة التوظيف للتعيين في وظيفة كتاب للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين نهائيا في مسابقة التوظيف للتعيين في وظيفة ملحق للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في الإمتحان المهني للتعيين في سلك الملحقين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في الإمتجان المهني للتعيين في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين الناجحين نهائيا في مسابقة التوظيف للتعيين في وظيفة كتاب قنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق إنشاء الصندوق المشترك للسلع الأساسية المبرم بجنيف في 27 يونيو سنة 1980.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإلتحاق بسلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء مسابقة على أساس الإختبارات للإلتحاق بسلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإلتحاق بسلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء مسابقة على أساس الشهادات للإلتحاق بسلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء مسابقة على أساس الإختبارات للإلتحاق بسلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإلتحاق بسلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء مسابقة على أساس الشهادات للإلتحاق بسلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إجراء مسابقة على أساس الإختبارات للإلتحاق بسلك الكتاب القنصلين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن فتح مركز قنصلي للجمهورية الجزائرية الديمقراطية الشعبية بغاوو (مالي).,الشؤون الخارجية,Other
يتضمن فتح مركز قنصلي للجمهورية الجزائرية الديمقراطية الشعبية بأغاديس (نيجر).,الشؤون الخارجية,Other
يتضمن تفويض الإمضاء إلى مدير الإدارة العامة.,الشؤون الخارجية,Other
يتضمن تفويض الإمضاء إلى مدير المواصلات الخارجية.,الشؤون الخارجية,Other
يتضمن تفويض الإمضاء إلى مدير لدى المديرية العامة للعلاقات الاقتصادية الدولية.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية الثقافية المبرمة بين الجمهورية الجزائرية الديمقراطية الشعبية والجماهيرية العربية الليبية الشعبية الإشتراكية الموقعة بطرابلس في 7 أبريل سنة 1980.,الشؤون الخارجية,Other
يتضمن تعيين مدير أمريكا اللاتينية.,الشؤون الخارجية,Other
يتضمن إنضمام الجزائر إلى الإتفاقية الدولية لتوحيد بعض القواعد المتعلقة بنقل المسافرين بحرا والإتفاقية الإضافية الموقعتين ببروكسل في 29 أبريل سنة 1961.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق المبرم بين الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الديمقراطية الألمانية حول التعاون في مجال البريد والمواصلات الموقع عليه بمدينة الجزائر في 11 مايو سنة 1974.,الشؤون الخارجية,Other
يتضمن إنضمام الجزائر إلى الإتفاقية الدولية لتوحيد بعض القواعد المتعلقة بنقل أمتعة المسافرين بحرا، الموقعة ببروكسل في 27 مايو سنة 1967.,الشؤون الخارجية,Other
يتضمن تعيين مدير الشؤون الاقتصادية والمالية.,الشؤون الخارجية,Other
يتضمن تعيين مدير الصحافة والإعلام.,الشؤون الخارجية,Other
يتضمن تعيين مدير التنقل وإقامة الأجانب.,الشؤون الخارجية,Other
يتضمن المصادقة على اتفاقية إنشاء المنظمة العالمية للملكية الفكرية الموقعة بأستكهولم في 14 يوليو سنة 1967.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المتضمنة إنشاء منظمة للبلدان العربية المصدرة للبترول المبرمة ببيروت في 9 شوال عام 1387 الموافق 9 يناير سنة 1968.,الشؤون الخارجية,Other
يتضمن المصادقة على اتفاقية التعاون التقني والإداري بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية مصر العربية الموقعة بمدينة الجزائر في 25 رجب عام 1396 الموافق 23 يوليو سنة 1976.,الشؤون الخارجية,Other
يتضمن إنشاء منصب ممثل دائم مساعد بالبعثة الدائمة للجزائر لدى هيئة الأمم المتحدة في نيويورك.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المتعلقة بإنشاء البنك الإسلامي للتنمية الموقعة بجدة في 24 رجب عام 1394 الموافق 12 غشت سنة 1974.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق المبرم بين الجمهورية الجزائرية الديمقراطية الشعبية وجمهورية غينيا بيساو والمتعلق بالنقل الجوي والموقع عليه بمدينة الجزائر في 5 فبراير سنة 1975.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون الثقافي بين الجمهورية الجزائرية الديمقراطية الشعبية والجمهورية الإيطالية الموقع عليه بمدينة الجزائر في 15 يناير سنة 1975.,الشؤون الخارجية,Other
يتضمن قائمة المترشحين المقبولين للمشاركة في الإمتحان المهني والمسابقة للإلتحاق بسلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون السياحي بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية العربية السورية الموقع بمدينة الجزائر في 16 أبريل سنة 1980.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق الثقافي بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية الصين الشعبية، الموقع ببكين في 17 سبتمبر سنة 1980.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق الدولي لزيت الزيتون لعام 1979.,الشؤون الخارجية,Other
يتضمن الإنضمام إلى الإتفاقية الدولية المؤرخة في 14 مارس سنة 1884 والمتعلقة بحماية الكبلات البحرية.,الشؤون الخارجية,Other
يتضمن الإنضمام إلى الإتفاقية حول قيمة البضائع بالجمارك المعدة في 15 ديسمبر سنة 1950 ببروكسل.,الشؤون الخارجية,Other
يتضمن الإنضمام إلى الاتفاقية المتضمنة تأسيس منظمة دولية للمقاييس والموازين القانونية المؤرخة في 12 أكتوبر سنة 1955 والمعدلة سنة 1968 بموجب تنقيح المادة 13 منها.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بكتاب الشؤون الخارجية المتمرنين برسم سنة 1977.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بملحقي الشؤون الخارجية برسم سنة 1977.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترميم الخاصة بالكتاب القنصليين التابعين للشؤون الخارجية المتمرنين برسم سنة 1977.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بأعوان المصالح المتمرنين برسم ميزانية سنة 1977.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الترسيم الخاصة بسائقي السيارات من الصنف الثاني المتمرنين برسم سنة 1977.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاقية قرض بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة أبوضبي والموقعة بأبوضبي بتاريخ 3 ديسمبر سنة 1972.,الشؤون الخارجية,Other
يتضمن القانون الأساسي للموظفين الدبلوماسيين والقنصليين.,الشؤون الخارجية,Other
يتضمن تحديد اختصاصات وزير الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تنظيم الإدارة المركزية لوزارة الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد أحكام القوانين الأساسية المطبقة على الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن الإنضمام إلى ميثاق المنظمة الدولية للحماية المدنية المعد في 17 أكتوبر سنة 1966 بموناكو.,الشؤون الخارجية,Other
يتضمن المصادقة على البروتوكول المتضمن تعديل الإتفاقية المتعلقة بالطيران المدني الدولي الموقع عليها في 7 يوليو سنة 1971 بفيينا.,الشؤون الخارجية,Other
يتضمن المصادقة على وثائق المؤتمر السابع عشر للإتحاد البريدي العالمي المنعقد سنة 1974 بلوزان.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون الاقتصادي المبرم بين الجمهورية الجزائرية الديمقراطية الشعبية وجمهورية المجر الشعبية الموقع عليه في 7 نوفمبر سنة 1975 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن تحديد كيفيات إعداد قائمة الأهلية للدخول في سلك كتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد كيفيات إعداد قائمة الأهلية للدخول في سلك الملحقين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن نشر التعديل المدخل على المادة 6 من الإتفاقية المؤرخة في 11 نوفمبر سنة 1965 والمتعلقة بإنشاء لجنة للنقل على السكك الحديدية للمغرب العربي والموقع عليه بالجزائر في 24 نوفمبر سنة 1972.,الشؤون الخارجية,Other
يتضمن تشكيل اللجان المتساوية الأعضاء المحدثة لدى وزارة الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن القانون الأساسي الخاص لسلك الملحقين بالشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الإمتحان المهني والمسابقة للإلتحاق بسلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تأليف اللجنة الخاصة بالإمتحان المهني ومسابقة التوظيف للدخول في سلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن القانون الأساسي الخاص لسلك الكتاب القنصليين بالشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الإمتحان المهني والمسابقة للإلتحاق بسلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد اختصاصات سفراء الجزائر.,الشؤون الخارجية,Other
يتضمن تأليف اللجنة الخاصة بالإمتحان المهني ومسابقة التوظيف للدخول في سلك الملحقين بالشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تأليف اللجنة الخاصة بالإمتحان المهني ومسابقة التوظيف للدخول في سلك الكتاب القنصليين بالشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد اختصاصات قناصل الجزائر.,الشؤون الخارجية,Other
يتضمن تشكيل لجنة الإمتحان المهني للإلتحاق بسلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتعلق بالمراكز القنصلية للجمهورية الجزائرية الديمقراطية الشعبية.,الشؤون الخارجية,Other
تتضمن تفويض الإمضاء إلى نواب مديرين.,الشؤون الخارجية,Other
يتضمن تحديد عدد المستشارين التقنيين والمكلفين بمهمة لوزارة الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تحديد اختصاصات الموظفين وأعوان الدولة الملحقين بوزارة الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن تعيين قنصل للجمهورية الجزائرية الديمقراطية الشعبية بغاوو (مالي).,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإدماج الإستثنائي في سلك الكتاب الإداريين.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإدماج الإستثنائي في سلك الأعوان الإداريين.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإدماج الإستثنائي في سلك الأعوان الضاربين على الآلة الكاتبة.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإدماج الإستثنائي في سلك أعوان المكتب.,الشؤون الخارجية,Other
يتضمن إجراء إمتحان مهني للإدماج الإسثنائي في سلك العمال المهنيين من الصنف الثاني.,الشؤون الخارجية,Other
يتعلق بتشكيل اللجان المتساوية الأعضاء المختصة بأسلاك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية والملحقين بالشؤون الخارجية والكتاب القنصليين للشؤون الخارجية، والأعوان الضاربين على الآلة الكاتبة وأعوان المكتب وسائقي السيارات من الصنف الأول والثاني وأعوان المصلحة.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون الثقافي بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الملغاشية الموقع عليه بمدينة الجزائر في 3 فبراير سنة 1975.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق التجاري لأجل طويل المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإشتراكية الفيدرالية ليوغسلافيا والموقع عليه ببلغراد في 13 ديسمبر سنة 1975.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون العلمي والتقني بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية كوبا، الموقع عليه بمدينة الجزائر في 14 مايو سنة 1975.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المتضمنة إحداث الصندوق الخاص للبلدان الأعضاء في منظمة البلدان المصدرة للبترول (الصندوق الخاص للبلدان الأعضاء في منظمة الأوبيب).,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية الدولية الخاصة بتبسيط وتنسيق الأنظمة الجمركية وكذلك ملحقاتها هـ 3 وهـ 4 وهـ 5 المعدة بكيوتو في 18 مايو سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون الاقتصادي المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الشعبية لبولونيا، الموقع عليه في 21 غشت سنة 1973 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن الإنضمام إلى الإتفاق الدولي الخاص بالسكر 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق التجاري المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية البرتغالية الموقع في 16 أكتوبر سنة 1976 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق التجاري المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الشعبية للبنغلاداش الموقع في 14 أكتوبر سنة 1976 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاقية إنشاء الوكالة الإفريقية للأنباء المبرمة في 9 أبريل سنة 1979 بأديس أبابا.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاقية إنشاء المنظمة العربية للسياحة المبرمة في 13 يوليو سنة 1979 بعدن.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاق التجاري بين الجمهورية الجزائرية الديمقراطية الشعبية والجمهورية العربية السورية الموقع بدمشق في 26 مارس سنة 1979.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق البحري بين الجمهورية الجزائرية الديمقراطية الشعبية والإتحاد الاقتصادي البلجيكي اللكسمبورغي، الموقع في 17 مايو سنة 1979 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن إنضمام الجزائر إلى الاتفاقية الخاصة بتجارة القمح لسنة 1971.,الشؤون الخارجية,Other
يتضمن إنضمام الجزائر للاتفاقية الجمركية المتعلقة بالترانزيت الدولي للبضائع ( اتفاقية I.T.I ) المبرمة بتاريخ 7 يونيو سنة 1971 في مدينة فيينا.,الشؤون الخارجية,Other
يتضمن نشر إتفاق التعاون المالي المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية ألمانيا الإتحادية والموقع عليه بمدينة الجزائر في 19 ديسمبر سنة 1972.,الشؤون الخارجية,Other
يتعلق بممثليات الهيئات والمؤسسات العمومية في البلاد الأجنبية.,الشؤون الخارجية,Other
يتضمن تأليف لجنة ترسيم أعوان المصالح المتمرنين.,الشؤون الخارجية,Other
يتضمن تأليف لجنة ترسيم أعوان المكاتب المتمرنين.,الشؤون الخارجية,Other
يتضمن تأليف لجنة ترسيم الأعوان الضاربين على الآلة الكاتبة المتمرنين.,الشؤون الخارجية,Other
يتضمن تأليف لجنة ترسيم الكتاب القنصليين للشؤون الخارجية المتمرنين.,الشؤون الخارجية,Other
يتضمن تأليف لجنة ترسيم كتاب الشؤون الخارجية المتمرنين.,الشؤون الخارجية,Other
يتضمن تأليف لجنة ترسيم ملحقي الشؤون الخارجية المتمرنين.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاقية التجارية والتعريفية المتعلقة بالاتفاق الطويل الأجل بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية النيجر الموقع عليها بمدينة الجزائر في 19 فبراير سنة 1976.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الباكستانية والمتعلق بالخدمات الجوية، الموقع عليه بمدينة الجزائر في 6 فبراير سنة 1976.,الشؤون الخارجية,Other
يتضمن المصادقة على البروتوكول المتضمن التمديد الثالث للإتفاقية حول تجارة القمح لسنة 1971.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق البحري بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة جمهورية بولونيا الشعبية الموقع عليه بمدينة الجزائر في 8 نوفمبر سنة 1975.,الشؤون الخارجية,Other
يتضمن تفويض الإمضاء إلى نائب مدير.,الشؤون الخارجية,Other
